Recall@10,MAP@10,MIUF@10,Siren@10,PopInt@10,RecallNoPop@10,model,min_user_inters,B,K,K1
0.0752275859764223,0.02692902397836054,5.4592866790561585,0.00037544255448550046,0.08523036349096641,0.05699520247092425,bm25,10,0.4,200,1.0
0.07051701251921466,0.025135761295488272,5.626271567232742,0.00039364582709618167,0.07286096099000512,0.05561593439882235,bm25,10,0.4,200,1.25
0.06701717630016263,0.023869583671827118,5.7529087846247675,0.0004076826317778298,0.06408801722978792,0.05442430002829778,bm25,10,0.4,200,1.5
0.06421983251687179,0.022900768782164314,5.851983405484121,0.0004184369285326482,0.057852126713484005,0.053368677670419064,bm25,10,0.5,200,1.0
0.059517578601236375,0.021293182813597506,6.035536035050745,0.00043697468710245823,0.047539730654821574,0.05124434962438984,bm25,10,0.5,200,1.25
0.056214285522750373,0.02022607786457665,6.172916592632846,0.00045164300150250336,0.041195328330781725,0.049608012921098545,bm25,10,0.5,200,1.5
0.05560962664108957,0.020039819480369335,6.200957380566481,0.00045544963888616795,0.04008426177765931,0.04929473762626243,bm25,10,0.6,200,1.0
0.05114687413773655,0.018634324465560608,6.3945956659025525,0.00047258286363474123,0.032654977271494176,0.046961494640484075,bm25,10,0.6,200,1.25
0.04823509647046341,0.0177222760391768,6.541566037625596,0.0004860344103344962,0.027661546953766894,0.045321644391652816,bm25,10,0.6,200,1.5
