Recall@10,MAP@10,MIUF@10,Siren@10,PopInt@10,RecallNoPop@10,model,weight
0.0709942243864171,0.027147550516225836,5.09776469289632,0.0002850641581887372,0.09727446646395399,0.05308505561236238,bm25_100_condidates + genres_cosine,0.1
0.05792828155354918,0.02207376526660002,5.242680238610435,0.00025855141692947146,0.07119058683657413,0.04649490474729245,bm25_100_condidates + genres_cosine,0.25
0.048679736816164075,0.01791364118075494,5.347034567974913,0.00023492164368871607,0.054815683258751115,0.04103697482017783,bm25_100_condidates + genres_cosine,0.5
0.04235269104275621,0.01482982110247912,5.414498969419285,0.00021499078622883407,0.04488874001278551,0.03696980117192646,bm25_100_condidates + genres_cosine,1.0
