Recall@10,MAP@10,MIUF@10,Siren@10,PopInt@10,RecallNoPop@10,model,loss,max_sampled,no_components,epochs,with_feature
0.13391408478307074,0.06055301698242615,4.057377415336186,0.000134815016436721,0.33814067681500826,0.061618336144600314,lightfm,warp,22,125,6,device
0.13434788416562363,0.060641756601372,4.052909705227387,0.0001320470066234858,0.3477129290478045,0.05996349227392115,lightfm,warp,22,125,6,account_type
0.13011894955779396,0.05752116851508711,4.28846563812704,0.00017287184477878428,0.3155657790419792,0.061431491906246034,lightfm,warp,22,125,6,year
0.1280531860415854,0.056476513746536554,4.3030353195138025,0.00018328290869938242,0.30836428321772713,0.0610224541816268,lightfm,warp,22,125,6,rating
0.1258121816656095,0.055751335192765795,4.400503861810526,0.0001655398157150541,0.30410698098677796,0.059158890507610154,lightfm,warp,22,125,6,genres
0.1280078815277817,0.05566122221545833,4.307701738450247,0.00018692159674977822,0.3049066104406486,0.06073381239000021,lightfm,warp,22,125,6,time
0.12951596025300507,0.057227041563753515,4.300237813539153,0.00016941534469324423,0.3138019908329616,0.060881998179270244,lightfm,warp,22,125,6,MPPA
0.13415716233825814,0.0600279622270801,4.085855458632789,0.00015861972265160499,0.3257816562616329,0.06468232579458043,lightfm,warp,22,125,6,lifetime
0.13258148314940424,0.05980621573872905,4.162523736656356,0.0001531862929756289,0.329544233944185,0.06118311128950599,lightfm,warp,22,150,6,device
0.1321676646573952,0.05836172414680439,4.141729970118546,0.0001481147036060051,0.33356397746033817,0.060510334350725815,lightfm,warp,22,150,6,account_type
0.1292010189707371,0.05713216225191609,4.374111814698449,0.0001863505332511352,0.3081207571189471,0.0604339757463258,lightfm,warp,22,150,6,year
0.1287160095096677,0.05668262770845613,4.362152399516713,0.00019677687944224772,0.3033442924813803,0.062026283044484425,lightfm,warp,22,150,6,rating
0.1256339053808183,0.055348877553988714,4.454702920904471,0.00017076902491509644,0.3020826170104543,0.0584185813324094,lightfm,warp,22,150,6,genres
0.12870388367346786,0.0562456927697722,4.352122857959828,0.00019752077651146303,0.3062336429742579,0.06082249842467451,lightfm,warp,22,150,6,time
0.1288372219257868,0.05710713875291808,4.345939621972834,0.00017746543488007314,0.31216806426588384,0.05967177261189069,lightfm,warp,22,150,6,MPPA
0.1338785690696788,0.059975567657113836,4.140448532435835,0.0001674317333926056,0.32598880973422406,0.06279156195070658,lightfm,warp,22,150,6,lifetime
