item_id,runtime
tt0111507,"""92"""
tt0111512,"""102"""
tt0111590,"""119"""
tt0111667,"""126"""
tt0111686,"""112"""
tt0111693,"""126"""
tt0111732,"""101"""
tt0111742,"""125"""
tt0111756,"""191"""
tt0111786,"""134"""
tt0111835,"""92"""
tt0111845,"""103"""
tt0111945,"""30"""
tt0111958,"""25"""
tt0112056,"""60"""
tt0112095,"""23"""
tt0112111,"""44"""
tt0112123,"""30"""
tt0112130,"""327"""
tt0112159,"""24"""
tt0112173,"""60"""
tt0112175,"""23"""
tt0112178,"""44"""
tt0112220,"""30"""
tt0112230,"""45"""
tt0112281,"""90"""
tt0112288,"""82"""
tt0112302,"""97"""
tt0112342,"""84"""
tt0112346,"""114"""
tt0112368,"""90"""
tt0112384,"""140"""
tt0112401,"""133"""
tt0112431,"""91"""
tt0112435,"""94"""
tt0112442,"""119"""
tt0112453,"""78"""
tt0112461,"""102"""
tt0112462,"""121"""
tt0112471,"""101"""
tt0112495,"""100"""
tt0112499,"""100"""
tt0112508,"""89"""
tt0112541,"""83"""
tt0112571,"""115"""
tt0112572,"""90"""
tt0112573,"""178"""
tt0112579,"""135"""
tt0112585,"""98"""
tt0112602,"""90"""
tt0112606,"""106"""
tt0112637,"""121"""
tt0112641,"""178"""
tt0112642,"""100"""
tt0112643,"""90"""
tt0112679,"""103"""
tt0112681,"""105"""
tt0112682,"""112"""
tt0112688,"""128"""
tt0112697,"""97"""
tt0112701,"""105"""
tt0112702,"""92"""
tt0112722,"""123"""
tt0112740,"""116"""
tt0112744,"""111"""
tt0112750,"""102"""
tt0112757,"""97"""
tt0112760,"""124"""
tt0112769,"""111"""
tt0112792,"""99"""
tt0112817,"""121"""
tt0112818,"""122"""
tt0112819,"""119"""
tt0112851,"""104"""
tt0112857,"""102"""
tt0112864,"""128"""
tt0112883,"""97"""
tt0112896,"""88"""
tt0112913,"""99"""
tt0112950,"""90"""
tt0112966,"""99"""
tt0113041,"""106"""
tt0113071,"""134"""
tt0113089,"""96"""
tt0113097,"""101"""
tt0113101,"""98"""
tt0113117,"""111"""
tt0113118,"""91"""
tt0113133,"""128"""
tt0113142,"""96"""
tt0113149,"""104"""
tt0113161,"""105"""
tt0113187,"""103"""
tt0113188,"""94"""
tt0113189,"""130"""
tt0113198,"""78"""
tt0113228,"""101"""
tt0113243,"""105"""
tt0113247,"""98"""
tt0113253,"""87"""
tt0113269,"""108"""
tt0113277,"""170"""
tt0113280,"""105"""
tt0113305,"""128"""
tt0113321,"""103"""
tt0113326,"""104"""
tt0113347,"""117"""
tt0113360,"""111"""
tt0113362,"""135"""
tt0113375,"""107"""
tt0113409,"""95"""
tt0113419,"""96"""
tt0113442,"""101"""
tt0113464,"""92"""
tt0113481,"""103"""
tt0113492,"""96"""
tt0113497,"""104"""
tt0113501,"""102"""
tt0113537,"""96"""
tt0113540,"""91"""
tt0113552,"""101"""
tt0113568,"""83"""
tt0113596,"""71"""
tt0113613,"""92"""
tt0113617,"""118"""
tt0113627,"""111"""
tt0113670,"""97"""
tt0113677,"""90"""
tt0113682,"""101"""
tt0113690,"""109"""
tt0113691,"""111"""
tt0113703,"""117"""
tt0113720,"""130"""
tt0113749,"""94"""
tt0113799,"""113"""
tt0113819,"""95"""
tt0113824,"""111"""
tt0113845,"""110"""
tt0113851,"""105"""
tt0113855,"""101"""
tt0113862,"""143"""
tt0113870,"""122"""
tt0113936,"""91"""
tt0113947,"""106"""
tt0113957,"""114"""
tt0113967,"""98"""
tt0113972,"""90"""
tt0113986,"""103"""
tt0113987,"""192"""
tt0114011,"""102"""
tt0114057,"""123"""
tt0114069,"""127"""
tt0114095,"""94"""
tt0114099,"""100"""
tt0114108,"""74"""
tt0114134,"""126"""
tt0114148,"""81"""
tt0114168,"""111"""
tt0114194,"""98"""
tt0114214,"""108"""
tt0114272,"""117"""
tt0114279,"""110"""
tt0114287,"""139"""
tt0114319,"""127"""
tt0114323,"""119"""
tt0114324,"""106"""
tt0114327,"""24"""
tt0114367,"""108"""
tt0114369,"""127"""
tt0114388,"""136"""
tt0114437,"""101"""
tt0114478,"""112"""
tt0114496,"""106"""
tt0114508,"""108"""
tt0114558,"""145"""
tt0114563,"""102"""
tt0114576,"""111"""
tt0114594,"""93"""
tt0114608,"""92"""
tt0114609,"""98"""
tt0114660,"""115"""
tt0114671,"""109"""
tt0114681,"""106"""
tt0114682,"""109"""
tt0114694,"""97"""
tt0114709,"""81"""
tt0114720,"""100"""
tt0114728,"""92"""
tt0114733,"""107"""
tt0114745,"""106"""
tt0114746,"""129"""
tt0114753,"""85"""
tt0114781,"""100"""
tt0114788,"""99"""
tt0114814,"""106"""
tt0114852,"""98"""
tt0114857,"""106"""
tt0114885,"""124"""
tt0114898,"""135"""
tt0114906,"""88"""
tt0114924,"""103"""
tt0114938,"""98"""
tt0115082,"""60"""
tt0115157,"""23"""
tt0115163,"""41"""
tt0115167,"""22"""
tt0115200,"""15"""
tt0115221,"""30"""
tt0115285,"""60"""
tt0115341,"""22"""
tt0115355,"""120"""
tt0115369,"""30"""
tt0115378,"""30"""
tt0115433,"""103"""
tt0115438,"""104"""
tt0115487,"""124"""
tt0115491,"""81"""
tt0115493,"""109"""
tt0115495,"""94"""
tt0115509,"""82"""
tt0115530,"""88"""
tt0115571,"""115"""
tt0115580,"""114"""
tt0115610,"""80"""
tt0115632,"""107"""
tt0115639,"""112"""
tt0115640,"""90"""
tt0115641,"""81"""
tt0115645,"""108"""
tt0115650,"""99"""
tt0115658,"""87"""
tt0115678,"""109"""
tt0115685,"""117"""
tt0115693,"""99"""
tt0115697,"""87"""
tt0115710,"""101"""
tt0115734,"""91"""
tt0115736,"""109"""
tt0115738,"""112"""
tt0115744,"""108"""
tt0115751,"""159"""
tt0115759,"""108"""
tt0115783,"""84"""
tt0115798,"""96"""
tt0115832,"""127"""
tt0115857,"""107"""
tt0115862,"""113"""
tt0115906,"""106"""
tt0115907,"""111"""
tt0115940,"""113"""
tt0115956,"""116"""
tt0115963,"""101"""
tt0115964,"""100"""
tt0115988,"""124"""
tt0115994,"""88"""
tt0116014,"""89"""
tt0116040,"""114"""
tt0116041,"""87"""
tt0116095,"""107"""
tt0116118,"""89"""
tt0116126,"""89"""
tt0116130,"""92"""
tt0116136,"""103"""
tt0116147,"""100"""
tt0116163,"""98"""
tt0116191,"""120"""
tt0116209,"""162"""
tt0116213,"""115"""
tt0116225,"""101"""
tt0116240,"""129"""
tt0116242,"""101"""
tt0116250,"""135"""
tt0116253,"""133"""
tt0116259,"""118"""
tt0116260,"""101"""
tt0116275,"""109"""
tt0116277,"""116"""
tt0116282,"""98"""
tt0116287,"""97"""
tt0116313,"""103"""
tt0116324,"""92"""
tt0116329,"""107"""
tt0116353,"""102"""
tt0116361,"""102"""
tt0116365,"""110"""
tt0116367,"""108"""
tt0116409,"""110"""
tt0116410,"""130"""
tt0116441,"""117"""
tt0116442,"""116"""
tt0116477,"""242"""
tt0116483,"""92"""
tt0116493,"""100"""
tt0116502,"""92"""
tt0116508,"""132"""
tt0116531,"""86"""
tt0116552,"""88"""
tt0116571,"""108"""
tt0116581,"""118"""
tt0116583,"""91"""
tt0116607,"""97"""
tt0116621,"""113"""
tt0116629,"""145"""
tt0116650,"""99"""
tt0116669,"""113"""
tt0116676,"""100"""
tt0116683,"""79"""
tt0116684,"""112"""
tt0116695,"""139"""
tt0116704,"""107"""
tt0116705,"""89"""
tt0116722,"""123"""
tt0116731,"""118"""
tt0116736,"""113"""
tt0116743,"""117"""
tt0116745,"""116"""
tt0116752,"""97"""
tt0116768,"""89"""
tt0116778,"""114"""
tt0116817,"""74"""
tt0116823,"""93"""
tt0116827,"""103"""
tt0116830,"""101"""
tt0116905,"""135"""
tt0116908,"""121"""
tt0116913,"""112"""
tt0116922,"""134"""
tt0116996,"""106"""
tt0116999,"""98"""
tt0117002,"""108"""
tt0117008,"""98"""
tt0117011,"""101"""
tt0117038,"""105"""
tt0117039,"""133"""
tt0117040,"""80"""
tt0117057,"""126"""
tt0117060,"""110"""
tt0117091,"""104"""
tt0117093,"""114"""
tt0117104,"""105"""
tt0117107,"""107"""
tt0117108,"""117"""
tt0117110,"""99"""
tt0117119,"""101"""
tt0117128,"""73"""
tt0117218,"""95"""
tt0117247,"""108"""
tt0117276,"""87"""
tt0117293,"""150"""
tt0117318,"""130"""
tt0117333,"""123"""
tt0117359,"""97"""
tt0117364,"""144"""
tt0117372,"""123"""
tt0117381,"""129"""
tt0117420,"""95"""
tt0117438,"""121"""
tt0117468,"""91"""
tt0117477,"""102"""
tt0117496,"""105"""
tt0117500,"""136"""
tt0117509,"""120"""
tt0117561,"""96"""
tt0117571,"""111"""
tt0117589,"""136"""
tt0117603,"""123"""
tt0117608,"""93"""
tt0117609,"""105"""
tt0117628,"""96"""
tt0117631,"""105"""
tt0117653,"""93"""
tt0117658,"""120"""
tt0117665,"""147"""
tt0117666,"""135"""
tt0117705,"""88"""
tt0117718,"""117"""
tt0117731,"""111"""
tt0117737,"""118"""
tt0117774,"""114"""
tt0117781,"""122"""
tt0117786,"""101"""
tt0117791,"""125"""
tt0117797,"""148"""
tt0117802,"""96"""
tt0117887,"""108"""
tt0117891,"""108"""
tt0117894,"""93"""
tt0117909,"""125"""
tt0117913,"""149"""
tt0117918,"""135"""
tt0117924,"""93"""
tt0117951,"""93"""
tt0117958,"""95"""
tt0117965,"""94"""
tt0117979,"""97"""
tt0117991,"""134"""
tt0117998,"""113"""
tt0118040,"""117"""
tt0118055,"""124"""
tt0118073,"""90"""
tt0118111,"""84"""
tt0118147,"""88"""
tt0118158,"""129"""
tt0118163,"""111"""
tt0118254,"""45"""
tt0118276,"""44"""
tt0118289,"""30"""
tt0118298,"""30"""
tt0118300,"""60"""
tt0118301,"""96"""
tt0118308,"""107"""
tt0118360,"""30"""
tt0118364,"""30"""
tt0118375,"""30"""
tt0118401,"""90"""
tt0118421,"""55"""
tt0118437,"""60"""
tt0118480,"""44"""
tt0118528,"""117"""
tt0118531,"""119"""
tt0118548,"""121"""
tt0118556,"""100"""
tt0118564,"""114"""
tt0118571,"""124"""
tt0118583,"""109"""
tt0118607,"""155"""
tt0118617,"""94"""
tt0118623,"""108"""
tt0118632,"""134"""
tt0118636,"""111"""
tt0118643,"""87"""
tt0118647,"""119"""
tt0118655,"""94"""
tt0118682,"""110"""
tt0118688,"""125"""
tt0118689,"""89"""
tt0118691,"""105"""
tt0118692,"""72"""
tt0118698,"""105"""
tt0118708,"""88"""
tt0118715,"""117"""
tt0118736,"""91"""
tt0118749,"""155"""
tt0118755,"""89"""
tt0118756,"""128"""
tt0118760,"""113"""
tt0118767,"""96"""
tt0118768,"""123"""
tt0118771,"""93"""
tt0118789,"""110"""
tt0118798,"""108"""
tt0118799,"""116"""
tt0118804,"""110"""
tt0118818,"""83"""
tt0118819,"""103"""
tt0118826,"""85"""
tt0118842,"""113"""
tt0118851,"""99"""
tt0118859,"""97"""
tt0118863,"""104"""
tt0118866,"""96"""
tt0118880,"""115"""
tt0118883,"""135"""
tt0118884,"""150"""
tt0118887,"""105"""
tt0118892,"""111"""
tt0118900,"""116"""
tt0118926,"""132"""
tt0118928,"""108"""
tt0118929,"""100"""
tt0118956,"""106"""
tt0118966,"""100"""
tt0118971,"""144"""
tt0118972,"""111"""
tt0118976,"""105"""
tt0118996,"""103"""
tt0119008,"""127"""
tt0119038,"""80"""
tt0119051,"""117"""
tt0119053,"""90"""
tt0119054,"""92"""
tt0119062,"""122"""
tt0119080,"""108"""
tt0119081,"""96"""
tt0119094,"""138"""
tt0119095,"""99"""
tt0119099,"""124"""
tt0119114,"""102"""
tt0119115,"""93"""
tt0119116,"""126"""
tt0119125,"""103"""
tt0119141,"""109"""
tt0119142,"""115"""
tt0119164,"""91"""
tt0119165,"""97"""
tt0119173,"""125"""
tt0119174,"""129"""
tt0119177,"""106"""
tt0119190,"""92"""
tt0119196,"""114"""
tt0119210,"""118"""
tt0119215,"""95"""
tt0119217,"""126"""
tt0119219,"""102"""
tt0119223,"""111"""
tt0119225,"""91"""
tt0119227,"""100"""
tt0119229,"""107"""
tt0119248,"""94"""
tt0119250,"""103"""
tt0119256,"""102"""
tt0119263,"""115"""
tt0119280,"""101"""
tt0119282,"""93"""
tt0119305,"""102"""
tt0119311,"""130"""
tt0119314,"""169"""
tt0119324,"""85"""
tt0119345,"""101"""
tt0119349,"""112"""
tt0119360,"""90"""
tt0119361,"""97"""
tt0119365,"""108"""
tt0119375,"""96"""
tt0119381,"""110"""
tt0119395,"""124"""
tt0119396,"""154"""
tt0119404,"""108"""
tt0119468,"""115"""
tt0119472,"""87"""
tt0119485,"""134"""
tt0119488,"""138"""
tt0119509,"""84"""
tt0119517,"""100"""
tt0119527,"""106"""
tt0119528,"""86"""
tt0119535,"""103"""
tt0119558,"""137"""
tt0119567,"""129"""
tt0119572,"""109"""
tt0119574,"""93"""
tt0119577,"""87"""
tt0119592,"""114"""
tt0119594,"""94"""
tt0119626,"""123"""
tt0119642,"""110"""
tt0119643,"""178"""
tt0119654,"""98"""
tt0119664,"""117"""
tt0119665,"""105"""
tt0119668,"""155"""
tt0119670,"""100"""
tt0119675,"""105"""
tt0119683,"""134"""
tt0119695,"""97"""
tt0119698,"""134"""
tt0119709,"""99"""
tt0119715,"""98"""
tt0119723,"""97"""
tt0119731,"""107"""
tt0119734,"""104"""
tt0119738,"""105"""
tt0119778,"""104"""
tt0119783,"""113"""
tt0119791,"""101"""
tt0119792,"""128"""
tt0119807,"""98"""
tt0119815,"""110"""
tt0119822,"""139"""
tt0119832,"""102"""
tt0119843,"""132"""
tt0119848,"""106"""
tt0119859,"""122"""
tt0119863,"""100"""
tt0119874,"""124"""
tt0119879,"""129"""
tt0119892,"""107"""
tt0119896,"""101"""
tt0119906,"""94"""
tt0119918,"""76"""
tt0119925,"""177"""
tt0119934,"""117"""
tt0119937,"""106"""
tt0119942,"""143"""
tt0119951,"""109"""
tt0119978,"""135"""
tt0119987,"""105"""
tt0119994,"""122"""
tt0120004,"""110"""
tt0120008,"""87"""
tt0120029,"""95"""
tt0120032,"""92"""
tt0120034,"""98"""
tt0120036,"""140"""
tt0120053,"""116"""
tt0120082,"""120"""
tt0120094,"""127"""
tt0120102,"""136"""
tt0120112,"""100"""
tt0120118,"""93"""
tt0120122,"""109"""
tt0120131,"""81"""
tt0120148,"""99"""
tt0120152,"""121"""
tt0120157,"""99"""
tt0120169,"""115"""
tt0120176,"""110"""
tt0120184,"""134"""
tt0120188,"""114"""
tt0120201,"""129"""
tt0120202,"""105"""
tt0120238,"""121"""
tt0120241,"""106"""
tt0120255,"""112"""
tt0120257,"""115"""
tt0120263,"""98"""
tt0120318,"""105"""
tt0120321,"""89"""
tt0120323,"""105"""
tt0120324,"""121"""
tt0120338,"""194"""
tt0120347,"""119"""
tt0120363,"""92"""
tt0120370,"""86"""
tt0120376,"""84"""
tt0120382,"""103"""
tt0120383,"""106"""
tt0120399,"""125"""
tt0120402,"""113"""
tt0120434,"""93"""
tt0120449,"""113"""
tt0120461,"""104"""
tt0120481,"""115"""
tt0120483,"""94"""
tt0120484,"""90"""
tt0120490,"""103"""
tt0120510,"""88"""
tt0120512,"""106"""
tt0120514,"""118"""
tt0120520,"""102"""
tt0120524,"""90"""
tt0120533,"""113"""
tt0120536,"""92"""
tt0120570,"""60"""
tt0120576,"""126"""
tt0120577,"""93"""
tt0120586,"""119"""
tt0120591,"""151"""
tt0120594,"""92"""
tt0120595,"""97"""
tt0120601,"""113"""
tt0120603,"""172"""
tt0120609,"""91"""
tt0120611,"""120"""
tt0120613,"""107"""
tt0120616,"""124"""
tt0120617,"""122"""
tt0120620,"""100"""
tt0120623,"""95"""
tt0120630,"""84"""
tt0120631,"""121"""
tt0120632,"""114"""
tt0120633,"""115"""
tt0120643,"""95"""
tt0120646,"""106"""
tt0120647,"""120"""
tt0120654,"""82"""
tt0120655,"""130"""
tt0120657,"""102"""
tt0120660,"""132"""
tt0120663,"""159"""
tt0120667,"""106"""
tt0120669,"""118"""
tt0120679,"""123"""
tt0120681,"""122"""
tt0120684,"""105"""
tt0120686,"""125"""
tt0120689,"""189"""
tt0120692,"""97"""
tt0120693,"""82"""
tt0120694,"""86"""
tt0120696,"""97"""
tt0120699,"""114"""
tt0120703,"""124"""
tt0120710,"""100"""
tt0120716,"""120"""
tt0120722,"""100"""
tt0120723,"""93"""
tt0120728,"""113"""
tt0120731,"""169"""
tt0120735,"""107"""
tt0120737,"""178"""
tt0120741,"""87"""
tt0120744,"""132"""
tt0120746,"""136"""
tt0120747,"""88"""
tt0120749,"""111"""
tt0120753,"""122"""
tt0120755,"""123"""
tt0120762,"""87"""
tt0120768,"""140"""
tt0120769,"""122"""
tt0120770,"""82"""
tt0120772,"""111"""
tt0120773,"""97"""
tt0120780,"""123"""
tt0120783,"""128"""
tt0120784,"""100"""
tt0120787,"""107"""
tt0120788,"""88"""
tt0120789,"""124"""
tt0120791,"""104"""
tt0120794,"""99"""
tt0120797,"""124"""
tt0120800,"""86"""
tt0120801,"""86"""
tt0120802,"""130"""
tt0120804,"""100"""
tt0120812,"""98"""
tt0120813,"""88"""
tt0120815,"""169"""
tt0120820,"""93"""
tt0120823,"""101"""
tt0120824,"""111"""
tt0120828,"""102"""
tt0120831,"""91"""
tt0120832,"""98"""
tt0120834,"""127"""
tt0120844,"""103"""
tt0120855,"""88"""
tt0120857,"""117"""
tt0120863,"""170"""
tt0120866,"""162"""
tt0120873,"""131"""
tt0120877,"""108"""
tt0120879,"""118"""
tt0120882,"""118"""
tt0120885,"""97"""
tt0120888,"""97"""
tt0120889,"""113"""
tt0120890,"""108"""
tt0120891,"""106"""
tt0120894,"""98"""
tt0120901,"""87"""
tt0120902,"""121"""
tt0120903,"""104"""
tt0120906,"""116"""
tt0120907,"""97"""
tt0120910,"""75"""
tt0120912,"""88"""
tt0120913,"""94"""
tt0120915,"""136"""
tt0120917,"""78"""
tt0121164,"""77"""
tt0121765,"""142"""
tt0121766,"""140"""
tt0121955,"""22"""
tt0122082,"""102"""
tt0122151,"""127"""
tt0122227,"""107"""
tt0122459,"""115"""
tt0122515,"""111"""
tt0122529,"""137"""
tt0122541,"""97"""
tt0122690,"""122"""
tt0122718,"""108"""
tt0122933,"""103"""
tt0123324,"""116"""
tt0123338,"""60"""
tt0123755,"""90"""
tt0123950,"""74"""
tt0123964,"""108"""
tt0123987,"""88"""
tt0124179,"""84"""
tt0124198,"""100"""
tt0124295,"""91"""
tt0124298,"""112"""
tt0124315,"""126"""
tt0124595,"""111"""
tt0124718,"""136"""
tt0124819,"""94"""
tt0124879,"""114"""
tt0124901,"""87"""
tt0125022,"""123"""
tt0125439,"""124"""
tt0125454,"""91"""
tt0125659,"""119"""
tt0125664,"""118"""
tt0125971,"""96"""
tt0126029,"""90"""
tt0126170,"""23"""
tt0126250,"""118"""
tt0126388,"""99"""
tt0126604,"""87"""
tt0126765,"""99"""
tt0126886,"""103"""
tt0126916,"""137"""
tt0127349,"""105"""
tt0127357,"""120"""
tt0127536,"""124"""
tt0127722,"""101"""
tt0127723,"""100"""
tt0128239,"""118"""
tt0128278,"""126"""
tt0128332,"""110"""
tt0128442,"""121"""
tt0128445,"""93"""
tt0128853,"""119"""
tt0129167,"""86"""
tt0129280,"""90"""
tt0129290,"""115"""
tt0129332,"""101"""
tt0129387,"""119"""
tt0130121,"""102"""
tt0130623,"""82"""
tt0130827,"""81"""
tt0131325,"""97"""
tt0131369,"""122"""
tt0131400,"""71"""
tt0131566,"""101"""
tt0131613,"""23"""
tt0131664,"""30"""
tt0131857,"""103"""
tt0132347,"""121"""
tt0132477,"""108"""
tt0132512,"""128"""
tt0133093,"""136"""
tt0133152,"""120"""
tt0133189,"""97"""
tt0133240,"""95"""
tt0133363,"""112"""
tt0133385,"""109"""
tt0133412,"""92"""
tt0133751,"""104"""
tt0133952,"""116"""
tt0133985,"""102"""
tt0134033,"""99"""
tt0134067,"""79"""
tt0134084,"""116"""
tt0134119,"""139"""
tt0134154,"""138"""
tt0134247,"""60"""
tt0134273,"""123"""
tt0134618,"""119"""
tt0134619,"""84"""
tt0134630,"""112"""
tt0134847,"""109"""
tt0135659,"""257"""
tt0135706,"""95"""
tt0136634,"""25"""
tt0137338,"""101"""
tt0137363,"""117"""
tt0137439,"""112"""
tt0137494,"""113"""
tt0137523,"""139"""
tt0138097,"""123"""
tt0138414,"""99"""
tt0138487,"""104"""
tt0138510,"""92"""
tt0138524,"""100"""
tt0138541,"""98"""
tt0138563,"""95"""
tt0138703,"""90"""
tt0138704,"""84"""
tt0138749,"""89"""
tt0138946,"""115"""
tt0139134,"""97"""
tt0139239,"""102"""
tt0139414,"""82"""
tt0139462,"""126"""
tt0139654,"""122"""
tt0139668,"""127"""
tt0139699,"""106"""
tt0139809,"""100"""
tt0140352,"""157"""
tt0140379,"""116"""
tt0140384,"""86"""
tt0140397,"""112"""
tt0141842,"""55"""
tt0141926,"""116"""
tt0141974,"""98"""
tt0142032,"""265"""
tt0142181,"""118"""
tt0142192,"""110"""
tt0142201,"""111"""
tt0142233,"""60"""
tt0142240,"""59"""
tt0142242,"""72"""
tt0142342,"""93"""
tt0142371,"""110"""
tt0142688,"""133"""
tt0142804,"""108"""
tt0143127,"""70"""
tt0143145,"""128"""
tt0144084,"""102"""
tt0144117,"""108"""
tt0144120,"""89"""
tt0144168,"""94"""
tt0144214,"""116"""
tt0144550,"""104"""
tt0144640,"""98"""
tt0144715,"""115"""
tt0145046,"""80"""
tt0145487,"""121"""
tt0145503,"""181"""
tt0145531,"""103"""
tt0145547,"""103"""
tt0145653,"""145"""
tt0145660,"""95"""
tt0145681,"""118"""
tt0145734,"""121"""
tt0145937,"""89"""
tt0146309,"""145"""
tt0146316,"""100"""
tt0146336,"""99"""
tt0146675,"""122"""
tt0146838,"""162"""
tt0146882,"""113"""
tt0146984,"""126"""
tt0147004,"""97"""
tt0147746,"""23"""
tt0147800,"""97"""
tt0149151,"""95"""
tt0149261,"""105"""
tt0149367,"""89"""
tt0149460,"""22"""
tt0149624,"""116"""
tt0149691,"""114"""
tt0149723,"""93"""
tt0150216,"""132"""
tt0150377,"""105"""
tt0150662,"""89"""
tt0150915,"""121"""
tt0150980,"""109"""
tt0151137,"""158"""
tt0151568,"""160"""
tt0151582,"""111"""
tt0151691,"""105"""
tt0151738,"""107"""
tt0151804,"""89"""
tt0152930,"""89"""
tt0154061,"""23"""
tt0154420,"""105"""
tt0154421,"""117"""
tt0154506,"""69"""
tt0154683,"""101"""
tt0155267,"""113"""
tt0155388,"""104"""
tt0155711,"""112"""
tt0155722,"""112"""
tt0155753,"""86"""
tt0155776,"""86"""
tt0156323,"""81"""
tt0156729,"""95"""
tt0156812,"""95"""
tt0156887,"""81"""
tt0157016,"""93"""
tt0157044,"""85"""
tt0157122,"""154"""
tt0157246,"""22"""
tt0157503,"""97"""
tt0157583,"""119"""
tt0158030,"""121"""
tt0158131,"""94"""
tt0158493,"""96"""
tt0158552,"""42"""
tt0158811,"""87"""
tt0158983,"""81"""
tt0159097,"""97"""
tt0159206,"""30"""
tt0159273,"""106"""
tt0159365,"""154"""
tt0159382,"""94"""
tt0159421,"""73"""
tt0159485,"""105"""
tt0159784,"""92"""
tt0160009,"""117"""
tt0160127,"""98"""
tt0160399,"""95"""
tt0160401,"""95"""
tt0160611,"""93"""
tt0160620,"""92"""
tt0160644,"""105"""
tt0160797,"""128"""
tt0160862,"""95"""
tt0160904,"""60"""
tt0160916,"""95"""
tt0161023,"""102"""
tt0161081,"""130"""
tt0161083,"""94"""
tt0161100,"""106"""
tt0161860,"""141"""
tt0162065,"""44"""
tt0162222,"""143"""
tt0162346,"""111"""
tt0162360,"""98"""
tt0162426,"""99"""
tt0162650,"""99"""
tt0162661,"""105"""
tt0162677,"""142"""
tt0162710,"""89"""
tt0162830,"""111"""
tt0163025,"""92"""
tt0163187,"""116"""
tt0163651,"""95"""
tt0163929,"""25"""
tt0163978,"""119"""
tt0163988,"""121"""
tt0164003,"""116"""
tt0164052,"""112"""
tt0164108,"""97"""
tt0164114,"""91"""
tt0164181,"""99"""
tt0164184,"""124"""
tt0164212,"""110"""
tt0164334,"""104"""
tt0164912,"""84"""
tt0164961,"""98"""
tt0165078,"""119"""
tt0165361,"""97"""
tt0165581,"""22"""
tt0165598,"""22"""
tt0165710,"""95"""
tt0165773,"""116"""
tt0165798,"""116"""
tt0165832,"""116"""
tt0165854,"""89"""
tt0165859,"""127"""
tt0165874,"""88"""
tt0165929,"""115"""
tt0165961,"""30"""
tt0165982,"""88"""
tt0166175,"""96"""
tt0166252,"""88"""
tt0166396,"""91"""
tt0166485,"""148"""
tt0166792,"""77"""
tt0166813,"""83"""
tt0166896,"""112"""
tt0166924,"""147"""
tt0166943,"""124"""
tt0167190,"""122"""
tt0167203,"""114"""
tt0167247,"""77"""
tt0167260,"""201"""
tt0167261,"""179"""
tt0167400,"""86"""
tt0167404,"""107"""
tt0167752,"""90"""
tt0168366,"""24"""
tt0168501,"""120"""
tt0168629,"""140"""
tt0168786,"""120"""
tt0168856,"""80"""
tt0169299,"""124"""
tt0169414,"""30"""
tt0169547,"""122"""
tt0169828,"""87"""
tt0169858,"""87"""
tt0170016,"""104"""
tt0170691,"""101"""
tt0170705,"""103"""
tt0171356,"""101"""
tt0171359,"""112"""
tt0171410,"""116"""
tt0171433,"""128"""
tt0171580,"""110"""
tt0171685,"""94"""
tt0171804,"""118"""
tt0172156,"""147"""
tt0172396,"""102"""
tt0172493,"""127"""
tt0172495,"""155"""
tt0172543,"""107"""
tt0172726,"""99"""
tt0173716,"""87"""
tt0173840,"""106"""
tt0174378,"""22"""
tt0174480,"""103"""
tt0174856,"""146"""
tt0175058,"""30"""
tt0175142,"""88"""
tt0175680,"""101"""
tt0175790,"""76"""
tt0175880,"""188"""
tt0176095,"""30"""
tt0176783,"""90"""
tt0177507,"""80"""
tt0177789,"""102"""
tt0177971,"""130"""
tt0178737,"""112"""
tt0179098,"""117"""
tt0179116,"""85"""
tt0179148,"""95"""
tt0179218,"""93"""
tt0179626,"""120"""
tt0180073,"""124"""
tt0180093,"""102"""
tt0180734,"""106"""
tt0181151,"""105"""
tt0181288,"""107"""
tt0181316,"""93"""
tt0181536,"""136"""
tt0181689,"""145"""
tt0181739,"""95"""
tt0181852,"""109"""
tt0181865,"""147"""
tt0181875,"""122"""
tt0181960,"""91"""
tt0181984,"""120"""
tt0182000,"""105"""
tt0182576,"""22"""
tt0182789,"""132"""
tt0183306,"""110"""
tt0183505,"""116"""
tt0183523,"""114"""
tt0183649,"""81"""
tt0183659,"""122"""
tt0183678,"""84"""
tt0183790,"""132"""
tt0183869,"""88"""
tt0184111,"""30"""
tt0184135,"""60"""
tt0184791,"""95"""
tt0184858,"""104"""
tt0184894,"""110"""
tt0185014,"""107"""
tt0185125,"""101"""
tt0185133,"""24"""
tt0185371,"""93"""
tt0185906,"""594"""
tt0185937,"""81"""
tt0186045,"""96"""
tt0186151,"""118"""
tt0186253,"""107"""
tt0186566,"""130"""
tt0186589,"""81"""
tt0186894,"""106"""
tt0187078,"""118"""
tt0187393,"""165"""
tt0187636,"""50"""
tt0187696,"""103"""
tt0187738,"""117"""
tt0188453,"""93"""
tt0188503,"""101"""
tt0188640,"""99"""
tt0188674,"""99"""
tt0189071,"""92"""
tt0189192,"""88"""
tt0189584,"""90"""
tt0189998,"""92"""
tt0190138,"""98"""
tt0190332,"""120"""
tt0190590,"""107"""
tt0190641,"""96"""
tt0190798,"""101"""
tt0190861,"""103"""
tt0190865,"""124"""
tt0191133,"""123"""
tt0191397,"""118"""
tt0191754,"""103"""
tt0191996,"""102"""
tt0192023,"""100"""
tt0192071,"""87"""
tt0192255,"""95"""
tt0192614,"""106"""
